Datetime,open_time,Open,High,Low,Close,Volume
2024-11-20 00:55:00,1732035300000,92437.78,92500.0,92424.24,92500.0,11.38595
2024-11-20 00:56:00,1732035360000,92499.99,92568.0,92499.99,92567.99,21.87863
2024-11-20 00:57:00,1732035420000,92567.99,92588.0,92524.0,92560.0,42.56771
2024-11-20 00:58:00,1732035480000,92560.0,92584.0,92544.81,92550.25,22.29581
2024-11-20 00:59:00,1732035540000,92550.25,92567.99,92500.0,92553.79,16.27814
2024-11-20 01:00:00,1732035600000,92553.78,92553.78,92492.0,92507.99,25.92784
2024-11-20 01:01:00,1732035660000,92508.0,92542.22,92472.29,92491.33,33.07424
2024-11-20 01:02:00,1732035720000,92491.33,92566.65,92450.98,92502.13,82.35795
2024-11-20 01:03:00,1732035780000,92502.13,92544.0,92449.0,92532.0,66.51666
2024-11-20 01:04:00,1732035840000,92532.0,92550.0,92492.0,92517.65,29.42369
2024-11-20 01:05:00,1732035900000,92517.65,92588.12,92515.15,92585.47,21.98322
2024-11-20 01:06:00,1732035960000,92585.46,92616.0,92585.46,92611.29,32.73511
2024-11-20 01:07:00,1732036020000,92611.29,92700.0,92610.0,92687.0,36.63532
2024-11-20 01:08:00,1732036080000,92687.0,92799.0,92686.99,92744.01,163.24838
2024-11-20 01:09:00,1732036140000,92744.01,92900.0,92741.98,92879.86,182.05384
2024-11-20 01:10:00,1732036200000,92879.87,92912.0,92780.13,92859.99,82.80899
2024-11-20 01:11:00,1732036260000,92859.99,92897.71,92802.5,92827.99,49.47416
2024-11-20 01:12:00,1732036320000,92827.99,92840.0,92747.35,92750.23,27.75674
2024-11-20 01:13:00,1732036380000,92750.23,92750.24,92640.54,92652.0,31.61194
2024-11-20 01:14:00,1732036440000,92652.0,92743.19,92560.01,92743.19,37.66059
2024-11-20 01:15:00,1732036500000,92743.18,92824.0,92743.18,92762.31,28.07668
2024-11-20 01:16:00,1732036560000,92762.3,92762.31,92622.15,92623.92,41.87958
2024-11-20 01:17:00,1732036620000,92623.92,92624.0,92568.0,92617.0,35.66184
2024-11-20 01:18:00,1732036680000,92617.01,92644.1,92575.75,92610.35,45.09321
2024-11-20 01:19:00,1732036740000,92610.35,92643.98,92584.0,92590.66,47.06509
2024-11-20 01:20:00,1732036800000,92590.66,92636.37,92510.0,92511.99,29.59484
2024-11-20 01:21:00,1732036860000,92512.0,92520.57,92500.0,92516.82,14.60639
2024-11-20 01:22:00,1732036920000,92516.82,92516.82,92339.26,92395.55,62.54368
2024-11-20 01:23:00,1732036980000,92395.54,92500.0,92395.54,92494.91,21.93705
2024-11-20 01:24:00,1732037040000,92494.9,92600.0,92494.9,92600.0,23.42858
2024-11-20 01:25:00,1732037100000,92599.99,92736.2,92599.99,92736.2,29.97918
2024-11-20 01:26:00,1732037160000,92736.2,92810.0,92719.58,92768.15,29.08789
2024-11-20 01:27:00,1732037220000,92768.14,92847.61,92757.57,92845.5,18.73306
2024-11-20 01:28:00,1732037280000,92845.51,92930.0,92813.0,92888.0,73.4738
2024-11-20 01:29:00,1732037340000,92888.01,92888.01,92755.9,92840.01,27.61326
2024-11-20 01:30:00,1732037400000,92840.01,92840.02,92773.14,92800.47,23.06042
2024-11-20 01:31:00,1732037460000,92800.47,92836.0,92708.58,92795.25,39.20262
2024-11-20 01:32:00,1732037520000,92795.25,92848.0,92729.78,92847.99,19.0787
2024-11-20 01:33:00,1732037580000,92847.99,92909.1,92818.18,92897.43,28.81554
2024-11-20 01:34:00,1732037640000,92897.44,93068.0,92897.43,93068.0,411.25449
2024-11-20 01:35:00,1732037700000,93067.99,93142.81,92981.4,93058.84,175.79895
2024-11-20 01:36:00,1732037760000,93058.84,93173.91,93048.35,93173.9,59.05211
2024-11-20 01:37:00,1732037820000,93173.91,93248.83,93151.1,93152.0,155.6964
2024-11-20 01:38:00,1732037880000,93152.01,93265.8,93076.0,93260.66,75.66966
2024-11-20 01:39:00,1732037940000,93260.66,93260.67,93152.0,93152.0,37.79122
2024-11-20 01:40:00,1732038000000,93152.0,93170.14,92980.0,93067.9,68.94991
2024-11-20 01:41:00,1732038060000,93067.9,93114.0,92967.5,92975.99,89.58997
2024-11-20 01:42:00,1732038120000,92976.0,92983.76,92820.0,92864.17,72.50024
2024-11-20 01:43:00,1732038180000,92864.18,92864.18,92760.01,92839.99,40.8859
2024-11-20 01:44:00,1732038240000,92839.99,92856.0,92716.06,92756.01,73.16641
2024-11-20 01:45:00,1732038300000,92756.01,92834.5,92656.0,92683.98,94.65744
2024-11-20 01:46:00,1732038360000,92683.99,92694.0,92500.0,92620.77,96.78408
2024-11-20 01:47:00,1732038420000,92620.78,92787.88,92564.0,92764.05,40.36275
2024-11-20 01:48:00,1732038480000,92764.06,92792.0,92627.99,92688.95,54.72021
2024-11-20 01:49:00,1732038540000,92688.95,92688.95,92608.0,92688.95,35.12781
2024-11-20 01:50:00,1732038600000,92688.94,92736.0,92688.94,92729.87,32.8389
2024-11-20 01:51:00,1732038660000,92729.87,92784.0,92684.14,92784.0,63.99808
2024-11-20 01:52:00,1732038720000,92784.0,92791.82,92692.92,92708.02,52.84613
2024-11-20 01:53:00,1732038780000,92708.01,92742.51,92652.0,92663.99,38.53663
2024-11-20 01:54:00,1732038840000,92663.99,92674.68,92516.11,92523.99,29.76337
2024-11-20 01:55:00,1732038900000,92524.0,92646.38,92523.99,92644.56,30.69935
2024-11-20 01:56:00,1732038960000,92644.55,92727.28,92590.89,92727.28,28.98989
2024-11-20 01:57:00,1732039020000,92727.27,92783.28,92708.0,92783.28,37.59234
2024-11-20 01:58:00,1732039080000,92783.28,92812.0,92683.09,92732.04,22.79623
2024-11-20 01:59:00,1732039140000,92732.03,92864.0,92720.0,92853.76,35.58034
2024-11-20 02:00:00,1732039200000,92853.75,92853.76,92733.5,92794.87,13.68785
2024-11-20 02:01:00,1732039260000,92794.87,92818.19,92753.75,92771.99,16.96149
2024-11-20 02:02:00,1732039320000,92771.99,92876.47,92761.6,92876.47,19.68528
2024-11-20 02:03:00,1732039380000,92876.46,92876.47,92764.0,92776.52,16.35761
2024-11-20 02:04:00,1732039440000,92776.52,92811.43,92711.5,92789.51,13.43215
2024-11-20 02:05:00,1732039500000,92789.51,92876.47,92789.5,92827.92,13.12757
2024-11-20 02:06:00,1732039560000,92827.93,92876.47,92805.59,92863.59,24.31355
2024-11-20 02:07:00,1732039620000,92863.59,92950.0,92863.58,92949.93,30.05451
2024-11-20 02:08:00,1732039680000,92949.93,92960.98,92891.73,92906.43,27.41128
2024-11-20 02:09:00,1732039740000,92906.43,93060.93,92906.43,93052.54,38.38749
2024-11-20 02:10:00,1732039800000,93052.54,93191.6,93052.53,93160.28,61.00331
2024-11-20 02:11:00,1732039860000,93160.27,93260.3,93150.01,93199.99,64.50736
2024-11-20 02:12:00,1732039920000,93199.98,93200.0,93129.6,93152.0,65.489
2024-11-20 02:13:00,1732039980000,93152.0,93200.0,93149.08,93168.01,24.8467
2024-11-20 02:14:00,1732040040000,93168.01,93287.0,93168.01,93286.99,64.35481
2024-11-20 02:15:00,1732040100000,93286.99,93287.0,93058.91,93159.99,60.28237
2024-11-20 02:16:00,1732040160000,93159.98,93455.0,93157.64,93450.0,195.41981
2024-11-20 02:17:00,1732040220000,93450.01,93524.84,93092.0,93200.0,263.78851
2024-11-20 02:18:00,1732040280000,93200.01,93256.4,92940.89,92941.19,90.25372
2024-11-20 02:19:00,1732040340000,92941.19,93124.0,92891.72,93105.37,78.96243
2024-11-20 02:20:00,1732040400000,93105.37,93233.09,92982.08,93103.58,73.5931
2024-11-20 02:21:00,1732040460000,93103.58,93172.88,93000.0,93103.5,50.41995
2024-11-20 02:22:00,1732040520000,93103.5,93204.86,93050.54,93144.32,53.63228
2024-11-20 02:23:00,1732040580000,93144.66,93162.26,93081.76,93089.49,18.61865
2024-11-20 02:24:00,1732040640000,93089.5,93160.89,92954.44,93063.99,94.11571
2024-11-20 02:25:00,1732040700000,93063.99,93177.61,93048.01,93177.61,35.42261
2024-11-20 02:26:00,1732040760000,93177.61,93259.26,93108.01,93108.02,28.2294
2024-11-20 02:27:00,1732040820000,93108.02,93191.81,93028.0,93190.04,32.96034
2024-11-20 02:28:00,1732040880000,93190.04,93688.0,93190.04,93666.18,260.14686
2024-11-20 02:29:00,1732040940000,93666.18,93699.26,93564.0,93663.48,114.41225
2024-11-20 02:30:00,1732041000000,93663.48,93677.76,93538.88,93572.02,101.97035
2024-11-20 02:31:00,1732041060000,93572.02,93698.65,93476.2,93692.03,70.24959
2024-11-20 02:32:00,1732041120000,93692.04,93720.01,93612.0,93691.99,72.35466
2024-11-20 02:33:00,1732041180000,93692.0,93692.0,93450.77,93527.99,94.75538
2024-11-20 02:34:00,1732041240000,93527.99,93626.24,93472.0,93610.98,72.20465
2024-11-20 02:35:00,1732041300000,93610.99,93670.46,93580.0,93636.0,61.48682
2024-11-20 02:36:00,1732041360000,93636.0,93707.25,93635.99,93697.59,25.85878
2024-11-20 02:37:00,1732041420000,93697.6,93750.0,93656.01,93656.02,46.53974
2024-11-20 02:38:00,1732041480000,93656.02,93685.89,93517.81,93600.0,52.82866
2024-11-20 02:39:00,1732041540000,93600.0,93744.0,93599.99,93700.0,153.80012
2024-11-20 02:40:00,1732041600000,93700.0,93750.0,93587.41,93635.73,60.04569
2024-11-20 02:41:00,1732041660000,93635.73,93663.83,93555.65,93576.0,27.64251
2024-11-20 02:42:00,1732041720000,93575.99,93591.99,93317.4,93408.0,99.35339
2024-11-20 02:43:00,1732041780000,93408.0,93536.97,93407.99,93536.96,31.91292
2024-11-20 02:44:00,1732041840000,93536.96,93660.0,93496.0,93648.48,129.49805
2024-11-20 02:45:00,1732041900000,93648.47,93683.15,93639.15,93661.93,29.9704
2024-11-20 02:46:00,1732041960000,93661.94,93856.0,93654.9,93800.01,143.4505
2024-11-20 02:47:00,1732042020000,93800.01,93800.01,93608.21,93727.56,75.43113
2024-11-20 02:48:00,1732042080000,93727.56,93756.65,93680.21,93720.0,109.63592
2024-11-20 02:49:00,1732042140000,93720.0,93726.56,93437.92,93523.22,109.79883
2024-11-20 02:50:00,1732042200000,93523.23,93636.0,93480.0,93546.48,39.71305
2024-11-20 02:51:00,1732042260000,93546.48,93717.41,93546.48,93716.0,33.20664
2024-11-20 02:52:00,1732042320000,93716.0,93749.99,93664.0,93690.6,38.30426
2024-11-20 02:53:00,1732042380000,93690.6,93800.0,93608.65,93643.76,110.13411
2024-11-20 02:54:00,1732042440000,93643.75,93811.98,93593.45,93720.01,91.62282
2024-11-20 02:55:00,1732042500000,93717.3,93828.98,93661.46,93692.01,59.96924
2024-11-20 02:56:00,1732042560000,93692.01,93780.0,93661.47,93668.92,39.15373
2024-11-20 02:57:00,1732042620000,93668.92,93756.0,93668.0,93706.92,53.30888
2024-11-20 02:58:00,1732042680000,93706.92,93720.42,93676.0,93688.05,18.11961
2024-11-20 02:59:00,1732042740000,93688.04,93688.05,93576.33,93646.15,52.17723
2024-11-20 03:00:00,1732042800000,93646.16,93715.65,93646.16,93692.36,24.78494
2024-11-20 03:01:00,1732042860000,93692.36,93692.36,93300.0,93342.29,111.3413
2024-11-20 03:02:00,1732042920000,93342.29,93375.99,93206.81,93281.24,89.79229
2024-11-20 03:03:00,1732042980000,93281.23,93333.14,93120.47,93192.01,77.63035
2024-11-20 03:04:00,1732043040000,93192.01,93316.0,93188.0,93247.95,43.41213
2024-11-20 03:05:00,1732043100000,93247.95,93287.8,93124.0,93234.44,36.75903
2024-11-20 03:06:00,1732043160000,93234.44,93327.99,93202.79,93275.27,24.72172
2024-11-20 03:07:00,1732043220000,93275.27,93455.99,93260.0,93385.92,41.21741
2024-11-20 03:08:00,1732043280000,93385.92,93494.59,93385.92,93467.94,40.77387
2024-11-20 03:09:00,1732043340000,93467.94,93507.0,93436.0,93446.57,31.53524
2024-11-20 03:10:00,1732043400000,93446.57,93687.59,93446.57,93682.21,56.01894
2024-11-20 03:11:00,1732043460000,93682.2,93865.0,93679.87,93832.0,130.46236
2024-11-20 03:12:00,1732043520000,93832.0,93875.38,93764.0,93792.0,73.23377
2024-11-20 03:13:00,1732043580000,93791.99,93876.0,93791.99,93863.01,91.53416
2024-11-20 03:14:00,1732043640000,93864.01,93905.51,93836.15,93867.65,64.69189
2024-11-20 03:15:00,1732043700000,93867.65,93875.99,93756.0,93859.49,38.00507
2024-11-20 03:16:00,1732043760000,93859.5,93870.91,93716.02,93736.0,28.16508
2024-11-20 03:17:00,1732043820000,93735.99,93787.88,93697.02,93746.9,32.19801
2024-11-20 03:18:00,1732043880000,93746.9,93768.01,93673.16,93715.99,19.25339
2024-11-20 03:19:00,1732043940000,93715.99,93787.88,93638.61,93776.0,44.35718
2024-11-20 03:20:00,1732044000000,93775.99,93794.88,93685.05,93794.88,19.47411
2024-11-20 03:21:00,1732044060000,93794.88,93816.0,93712.0,93727.27,34.53807
2024-11-20 03:22:00,1732044120000,93727.28,93771.99,93656.8,93682.29,30.98846
2024-11-20 03:23:00,1732044180000,93683.08,93770.98,93572.0,93577.63,43.01588
2024-11-20 03:24:00,1732044240000,93577.64,93615.63,93501.68,93599.99,70.18544
2024-11-20 03:25:00,1732044300000,93599.99,93600.0,93500.0,93500.01,42.14973
2024-11-20 03:26:00,1732044360000,93500.01,93624.0,93500.0,93588.55,53.13441
2024-11-20 03:27:00,1732044420000,93588.56,93666.67,93577.48,93624.0,19.09683
2024-11-20 03:28:00,1732044480000,93624.0,93720.0,93623.35,93656.71,21.74155
2024-11-20 03:29:00,1732044540000,93656.71,93719.49,93604.0,93604.0,20.44269
2024-11-20 03:30:00,1732044600000,93604.01,93683.99,93600.0,93683.99,20.14332
2024-11-20 03:31:00,1732044660000,93683.99,93695.75,93510.0,93510.0,17.65101
2024-11-20 03:32:00,1732044720000,93510.0,93532.0,93401.09,93423.97,30.95399
2024-11-20 03:33:00,1732044780000,93423.99,93533.22,93408.0,93487.17,27.55373
2024-11-20 03:34:00,1732044840000,93487.17,93499.6,93417.08,93424.25,20.80308
2024-11-20 03:35:00,1732044900000,93424.24,93471.44,93312.92,93394.51,62.52115
2024-11-20 03:36:00,1732044960000,93394.5,93554.5,93386.73,93487.17,62.30242
2024-11-20 03:37:00,1732045020000,93487.17,93537.27,93484.84,93510.01,21.68509
2024-11-20 03:38:00,1732045080000,93510.02,93524.0,93460.0,93465.56,20.78164
2024-11-20 03:39:00,1732045140000,93465.57,93580.0,93465.57,93580.0,30.66603
2024-11-20 03:40:00,1732045200000,93579.99,93658.26,93571.34,93636.37,32.66419
2024-11-20 03:41:00,1732045260000,93636.38,93723.87,93636.37,93715.99,35.13389
2024-11-20 03:42:00,1732045320000,93715.99,93716.0,93606.53,93606.53,12.96151
2024-11-20 03:43:00,1732045380000,93606.53,93636.37,93544.0,93559.83,16.61307
2024-11-20 03:44:00,1732045440000,93559.84,93589.74,93545.52,93545.53,11.93451
2024-11-20 03:45:00,1732045500000,93545.53,93589.74,93544.01,93550.6,13.62998
2024-11-20 03:46:00,1732045560000,93550.6,93560.05,93454.54,93497.92,15.30564
2024-11-20 03:47:00,1732045620000,93497.92,93497.92,93350.0,93424.24,27.61346
2024-11-20 03:48:00,1732045680000,93424.25,93424.25,93316.81,93316.82,49.66804
2024-11-20 03:49:00,1732045740000,93316.82,93338.92,93296.23,93314.85,28.74536
2024-11-20 03:50:00,1732045800000,93314.85,93416.0,93299.49,93384.66,71.47694
2024-11-20 03:51:00,1732045860000,93384.67,93461.62,93340.0,93459.4,26.52474
2024-11-20 03:52:00,1732045920000,93459.41,93469.15,93402.98,93414.79,20.295
2024-11-20 03:53:00,1732045980000,93414.79,93466.04,93394.02,93394.02,18.85643
2024-11-20 03:54:00,1732046040000,93394.03,93394.03,93286.49,93286.49,26.77678
2024-11-20 03:55:00,1732046100000,93286.5,93302.32,93272.35,93290.78,24.15085
2024-11-20 03:56:00,1732046160000,93290.78,93348.0,93272.72,93280.74,16.94844
2024-11-20 03:57:00,1732046220000,93280.73,93280.74,93165.59,93165.59,39.27145
2024-11-20 03:58:00,1732046280000,93165.59,93166.82,93060.0,93148.0,39.40875
2024-11-20 03:59:00,1732046340000,93147.99,93237.1,93128.48,93227.87,37.67149
2024-11-20 04:00:00,1732046400000,93227.87,93271.54,93150.0,93150.01,41.78871
2024-11-20 04:01:00,1732046460000,93150.0,93196.0,93073.46,93178.05,32.91916
2024-11-20 04:02:00,1732046520000,93178.05,93215.99,93070.0,93179.49,24.96222
2024-11-20 04:03:00,1732046580000,93179.49,93208.0,93156.0,93184.4,18.4559
2024-11-20 04:04:00,1732046640000,93184.4,93285.79,93184.4,93285.78,12.11151
2024-11-20 04:05:00,1732046700000,93285.78,93374.92,93262.65,93347.99,34.60512
2024-11-20 04:06:00,1732046760000,93347.99,93348.0,93262.27,93317.15,21.55582
2024-11-20 04:07:00,1732046820000,93317.15,93384.62,93306.88,93376.02,21.5293
2024-11-20 04:08:00,1732046880000,93376.02,93384.61,93346.49,93346.49,13.73821
2024-11-20 04:09:00,1732046940000,93346.49,93420.0,93346.49,93418.92,12.93559
2024-11-20 04:10:00,1732047000000,93418.92,93484.0,93418.91,93447.99,20.3216
2024-11-20 04:11:00,1732047060000,93447.99,93524.0,93447.99,93523.99,27.45475
2024-11-20 04:12:00,1732047120000,93523.99,93571.08,93492.06,93512.32,25.69356
2024-11-20 04:13:00,1732047180000,93512.32,93559.99,93492.0,93556.02,17.76936
2024-11-20 04:14:00,1732047240000,93556.02,93557.45,93528.78,93528.79,17.58492
2024-11-20 04:15:00,1732047300000,93528.79,93528.79,93428.01,93442.99,27.04793
2024-11-20 04:16:00,1732047360000,93442.98,93515.16,93402.33,93424.25,34.43974
2024-11-20 04:17:00,1732047420000,93424.25,93490.69,93400.0,93490.68,12.95798
2024-11-20 04:18:00,1732047480000,93490.68,93546.63,93490.68,93543.99,17.03237
2024-11-20 04:19:00,1732047540000,93543.99,93544.0,93456.0,93469.31,19.2317
2024-11-20 04:20:00,1732047600000,93469.32,93493.48,93379.99,93400.99,117.57223
2024-11-20 04:21:00,1732047660000,93400.99,93416.0,93199.52,93263.64,115.27115
2024-11-20 04:22:00,1732047720000,93263.65,93336.0,93100.0,93151.99,64.87425
2024-11-20 04:23:00,1732047780000,93152.0,93182.97,93069.37,93096.01,66.56828
2024-11-20 04:24:00,1732047840000,93096.0,93099.82,92953.11,93003.9,81.81325
2024-11-20 04:25:00,1732047900000,93003.91,93076.93,92855.01,92891.99,67.70624
2024-11-20 04:26:00,1732047960000,92891.99,92979.98,92885.57,92976.0,20.97823
2024-11-20 04:27:00,1732048020000,92976.0,92976.01,92887.98,92947.97,29.09718
2024-11-20 04:28:00,1732048080000,92947.97,93069.12,92940.0,93036.04,26.2247
2024-11-20 04:29:00,1732048140000,93036.04,93126.51,92991.23,93126.5,29.12384
2024-11-20 04:30:00,1732048200000,93126.5,93376.5,93126.5,93130.87,96.16808
2024-11-20 04:31:00,1732048260000,93130.87,93130.88,92904.0,92922.97,41.77452
2024-11-20 04:32:00,1732048320000,92922.97,93103.53,92922.97,93103.52,33.79089
2024-11-20 04:33:00,1732048380000,93103.52,93107.99,92984.0,93031.42,58.77909
2024-11-20 04:34:00,1732048440000,93031.41,93088.0,93020.0,93041.71,33.43405
2024-11-20 04:35:00,1732048500000,93041.71,93120.0,93021.15,93027.17,23.62757
2024-11-20 04:36:00,1732048560000,93027.17,93036.71,92871.79,92886.6,33.17917
2024-11-20 04:37:00,1732048620000,92886.6,92924.7,92870.64,92911.7,26.93919
2024-11-20 04:38:00,1732048680000,92911.71,92930.0,92891.84,92906.98,25.46552
2024-11-20 04:39:00,1732048740000,92906.99,92924.99,92871.79,92871.8,18.16115
2024-11-20 04:40:00,1732048800000,92871.79,92939.4,92828.0,92846.57,24.01548
2024-11-20 04:41:00,1732048860000,92846.58,92884.0,92764.5,92804.38,35.53585
2024-11-20 04:42:00,1732048920000,92804.38,92846.41,92748.45,92810.82,32.14705
2024-11-20 04:43:00,1732048980000,92810.82,92900.0,92796.19,92900.0,18.00614
2024-11-20 04:44:00,1732049040000,92900.0,92974.36,92892.0,92966.53,19.28366
2024-11-20 04:45:00,1732049100000,92966.53,93000.0,92818.18,92821.19,19.15147
2024-11-20 04:46:00,1732049160000,92821.19,92828.22,92750.0,92756.67,30.65353
2024-11-20 04:47:00,1732049220000,92756.68,92824.0,92637.53,92808.0,65.69099
2024-11-20 04:48:00,1732049280000,92807.99,92840.0,92728.0,92745.91,24.42275
2024-11-20 04:49:00,1732049340000,92745.91,92775.28,92656.0,92699.02,30.15705
2024-11-20 04:50:00,1732049400000,92699.01,92710.42,92433.17,92577.54,125.55435
2024-11-20 04:51:00,1732049460000,92577.53,92700.0,92568.0,92658.74,43.19572
2024-11-20 04:52:00,1732049520000,92658.74,92658.74,92552.01,92587.99,22.31081
2024-11-20 04:53:00,1732049580000,92587.99,92587.99,92436.01,92436.01,91.83862
2024-11-20 04:54:00,1732049640000,92436.01,92436.01,92200.0,92258.1,132.39307
2024-11-20 04:55:00,1732049700000,92258.11,92336.0,92196.0,92196.01,43.05637
2024-11-20 04:56:00,1732049760000,92196.01,92563.4,92165.05,92456.01,91.26652
2024-11-20 04:57:00,1732049820000,92456.01,92567.02,92451.71,92567.01,57.22968
2024-11-20 04:58:00,1732049880000,92567.01,92567.01,92445.76,92445.77,25.93379
2024-11-20 04:59:00,1732049940000,92445.78,92564.62,92366.62,92458.0,47.12846
2024-11-20 05:00:00,1732050000000,92457.99,92543.34,92444.01,92543.34,20.90297
2024-11-20 05:01:00,1732050060000,92543.34,92585.1,92530.79,92530.79,18.12318
2024-11-20 05:02:00,1732050120000,92530.79,92560.01,92500.37,92531.99,9.76741
2024-11-20 05:03:00,1732050180000,92531.98,92633.0,92531.98,92632.0,12.30991
2024-11-20 05:04:00,1732050240000,92632.0,92690.38,92606.06,92679.99,38.07861
2024-11-20 05:05:00,1732050300000,92679.99,92748.0,92679.99,92721.9,28.78347
2024-11-20 05:06:00,1732050360000,92721.9,92721.9,92356.0,92376.28,85.99532
2024-11-20 05:07:00,1732050420000,92376.28,92376.28,92202.32,92236.0,44.36694
2024-11-20 05:08:00,1732050480000,92236.0,92308.0,92192.18,92225.2,34.88659
2024-11-20 05:09:00,1732050540000,92225.2,92336.0,92225.2,92244.0,23.75726
2024-11-20 05:10:00,1732050600000,92244.01,92264.0,92188.0,92208.79,34.49498
2024-11-20 05:11:00,1732050660000,92208.78,92248.0,92179.09,92179.09,22.43182
2024-11-20 05:12:00,1732050720000,92179.09,92200.0,92114.19,92114.4,24.11858
2024-11-20 05:13:00,1732050780000,92114.39,92302.0,92105.0,92298.52,38.69016
2024-11-20 05:14:00,1732050840000,92298.52,92298.52,92164.75,92196.0,31.4726
2024-11-20 05:15:00,1732050900000,92196.0,92333.34,92195.99,92260.0,21.08235
2024-11-20 05:16:00,1732050960000,92260.0,92310.64,92200.0,92310.64,14.60903
