open_time,open,high,low,close,volume
1732056840000,91570.9,91707.83,91562.37,91707.83,21.36246
1732056900000,91707.82,91751.99,91679.46,91751.99,19.41123
1732056960000,91751.98,91784.0,91712.0,91784.0,10.80191
1732057020000,91783.99,91843.7,91783.99,91814.01,21.03106
1732057080000,91814.02,91826.2,91743.58,91743.59,18.77212
1732057140000,91743.59,91826.2,91743.58,91826.19,14.23277
1732057200000,91826.19,91826.2,91600.0,91712.0,34.84909
1732057260000,91712.0,91732.0,91585.3,91612.73,28.24129
1732057320000,91612.73,91743.16,91608.76,91677.47,29.53049
1732057380000,91677.47,91771.11,91669.41,91771.1,22.62416
1732057440000,91771.11,91771.11,91672.49,91740.04,27.78606
1732057500000,91740.04,91755.55,91660.02,91715.81,15.07136
1732057560000,91717.38,91774.36,91684.0,91722.28,13.43279
1732057620000,91722.29,91735.07,91680.0,91700.0,18.47914
1732057680000,91700.01,91706.76,91660.0,91668.34,17.18419
1732057740000,91668.35,91812.0,91668.34,91791.99,31.95923
1732057800000,91792.0,91792.0,91650.0,91650.01,18.24738
1732057860000,91650.0,91704.0,91650.0,91690.08,17.2817
1732057920000,91690.08,91732.0,91640.0,91732.0,16.24081
1732057980000,91732.0,91750.0,91692.0,91700.0,9.64572
1732058040000,91700.0,91754.8,91684.49,91754.79,13.6796
1732058100000,91754.79,91810.29,91684.45,91793.52,32.4863
1732058160000,91793.52,91838.28,91777.64,91789.71,14.3374
1732058220000,91789.71,92083.19,91769.23,92015.99,87.37118
1732058280000,92015.99,92020.23,91942.0,91988.03,32.84772
1732058340000,91988.03,92076.72,91959.13,92042.08,34.05175
1732058400000,92042.09,92118.02,92041.57,92078.68,29.59041
1732058460000,92078.68,92113.4,92012.0,92012.0,25.4833
1732058520000,92010.86,92107.98,92000.01,92100.0,30.53265
1732058580000,92100.0,92107.98,92040.0,92080.0,11.7456
1732058640000,92079.99,92091.99,92035.0,92035.0,15.02299
