open_time,open,high,low,close,volume
1732091880000,93127.0,93130.21,93120.0,93120.01,18.78749
1732091940000,93120.0,93137.43,93116.0,93131.97,17.15974
1732092000000,93131.96,93131.97,93104.0,93111.06,12.723
1732092060000,93111.05,93179.48,93111.05,93179.48,16.39016
1732092120000,93179.47,93179.47,93145.73,93171.99,17.76048
1732092180000,93172.0,93172.0,93145.74,93145.75,20.13665
1732092240000,93145.74,93179.49,93145.74,93179.49,15.91735
1732092300000,93179.49,93180.0,93119.79,93121.21,24.60159
1732092360000,93121.22,93188.71,93121.21,93188.7,16.96187
1732092420000,93188.7,93250.0,93183.98,93232.01,30.75836
1732092480000,93232.0,93236.0,93188.32,93188.32,14.38071
1732092540000,93188.33,93247.43,93179.48,93247.41,34.76092
1732092600000,93247.42,93250.0,93208.0,93209.57,17.52958
1732092660000,93209.57,93239.26,93190.94,93239.25,21.71236
1732092720000,93239.25,93265.7,93228.0,93255.02,19.09176
1732092780000,93255.02,93300.01,93253.32,93300.0,45.82584
1732092840000,93300.0,93309.33,93234.09,93280.0,100.6402
1732092900000,93280.01,93333.33,93280.0,93308.0,26.69268
1732092960000,93307.99,93308.0,93204.85,93223.98,109.12878
1732093020000,93223.98,93300.76,93180.5,93180.5,100.60708
1732093080000,93180.5,93250.01,93151.51,93163.19,83.48933
1732093140000,93163.19,93224.0,93163.19,93200.0,24.02399
1732093200000,93200.0,93200.01,93150.06,93150.06,23.53069
1732093260000,93150.06,93216.58,93150.06,93216.58,23.52401
1732093320000,93216.58,93350.0,93216.58,93347.67,38.54505
1732093380000,93347.68,93347.68,93200.0,93200.0,25.56081
1732093440000,93200.01,93204.0,93168.0,93187.5,31.36914
1732093500000,93187.5,93193.93,93187.0,93188.01,16.53151
1732093560000,93188.0,93199.51,93187.99,93187.99,24.17235
1732093620000,93188.0,93188.0,93180.0,93180.0,39.75532
1732093680000,93180.0,93199.51,93170.0,93192.0,123.19564
1732093740000,93191.99,93192.0,93181.82,93190.64,9.31214
1732093800000,93190.64,93281.78,93188.43,93281.78,23.66982
1732093860000,93281.77,93350.0,93272.72,93349.99,41.71966
1732093920000,93349.99,93450.43,93349.99,93450.43,40.33608
1732093980000,93450.43,93469.69,93418.53,93449.64,32.78416
1732094040000,93449.64,93475.17,93449.63,93464.01,14.06171
1732094100000,93464.01,93480.0,93432.01,93480.0,13.31338
1732094160000,93479.99,93518.75,93475.16,93483.37,74.43857
1732094220000,93483.37,93483.37,93409.1,93456.0,20.70642
1732094280000,93455.99,93484.85,93418.5,93424.0,11.1522
1732094340000,93424.0,93499.99,93424.0,93495.62,13.71504
1732094400000,93495.61,93518.75,93473.5,93514.7,17.97189
1732094460000,93514.71,93624.04,93502.0,93624.03,121.80888
1732094520000,93624.03,93669.98,93512.19,93545.46,128.23122
1732094580000,93545.46,93575.76,93450.0,93456.46,25.42442
1732094640000,93456.46,93459.45,93333.7,93340.01,30.20408
1732094700000,93340.01,93426.99,93336.0,93344.01,56.78008
1732094760000,93344.01,93395.06,93315.1,93368.63,40.76175
1732094820000,93368.63,93420.0,93320.01,93420.0,25.20034
1732094880000,93420.0,93423.45,93344.29,93344.29,33.32132
1732094940000,93344.3,93380.0,93296.23,93296.23,18.93099
1732095000000,93296.24,93324.0,93296.23,93296.23,16.95979
1732095060000,93296.24,93296.24,93233.16,93233.17,24.64884
1732095120000,93233.17,93275.15,93212.0,93212.0,32.40583
1732095180000,93212.01,93226.68,93157.45,93157.46,15.28647
1732095240000,93157.46,93157.46,93027.73,93068.1,49.56193
1732095300000,93068.1,93242.43,93068.07,93242.42,28.81985
1732095360000,93242.43,93242.43,93189.01,93200.05,12.78603
1732095420000,93200.06,93215.44,93189.01,93215.43,13.57192
1732095480000,93215.44,93215.44,93156.0,93176.0,10.14487
1732095540000,93175.99,93192.0,93146.25,93171.99,9.35974
1732095600000,93172.0,93220.0,93171.99,93220.0,8.04624
1732095660000,93220.0,93234.08,93125.42,93133.41,14.3381
1732095720000,93133.42,93144.11,93102.92,93102.92,11.96697
1732095780000,93102.92,93211.98,93090.9,93211.98,60.29778
1732095840000,93211.97,93211.98,93164.0,93207.2,23.93906
1732095900000,93207.2,93265.62,93207.2,93252.24,13.04599
1732095960000,93252.24,93272.73,93226.87,93231.25,18.3114
1732096020000,93231.24,93253.63,93231.24,93235.86,9.37096
1732096080000,93235.86,93269.0,93223.54,93268.99,10.50357
1732096140000,93268.99,93269.0,93203.77,93207.66,12.09951
1732096200000,93207.65,93236.0,93207.65,93212.12,6.71573
1732096260000,93212.13,93232.0,93192.0,93219.99,24.86671
1732096320000,93220.0,93220.0,93128.01,93128.01,47.01437
1732096380000,93128.02,93140.65,93080.0,93080.01,14.65694
1732096440000,93080.0,93080.01,92976.0,92976.03,27.23547
1732096500000,92976.03,93048.0,92976.03,93004.07,17.81489
1732096560000,93004.07,93050.01,92970.0,93000.0,94.54146
1732096620000,93000.01,93050.01,93000.0,93050.0,226.68063
1732096680000,93050.01,93100.0,93012.5,93080.0,82.61781
1732096740000,93080.0,93128.16,93078.59,93100.01,20.41045
1732096800000,93100.01,93145.64,93100.01,93116.19,25.34926
1732096860000,93116.19,93121.07,93100.21,93116.22,14.1071
1732096920000,93116.23,93117.08,93036.0,93036.0,10.41686
1732096980000,93036.0,93140.0,93009.98,93124.67,28.25248
1732097040000,93124.68,93125.65,93100.23,93119.67,8.6428
1732097100000,93119.66,93200.01,93119.66,93196.01,40.85985
1732097160000,93196.0,93300.01,93174.81,93300.0,39.06293
1732097220000,93300.01,93300.01,93250.0,93267.99,37.4496
1732097280000,93267.99,93300.0,93258.48,93299.99,10.65287
1732097340000,93300.0,93300.0,93272.72,93272.72,12.62935
1732097400000,93272.72,93278.59,93236.06,93236.07,8.04439
1732097460000,93236.06,93300.01,93236.06,93300.01,27.68045
1732097520000,93300.01,93300.01,93256.0,93256.0,18.35832
1732097580000,93256.01,93303.04,93256.0,93300.0,33.77078
1732097640000,93300.0,93300.0,93224.16,93239.32,23.74167
1732097700000,93239.32,93300.0,93239.32,93292.01,26.41582
1732097760000,93292.02,93365.94,93292.01,93365.93,19.91097
1732097820000,93365.94,93416.0,93365.93,93416.0,17.93812
1732097880000,93415.99,93454.55,93415.99,93446.38,13.81997
1732097940000,93446.39,93446.39,93395.35,93425.21,11.20029
1732098000000,93425.21,93450.0,93364.58,93412.01,100.7928
1732098060000,93412.0,93428.0,93380.0,93402.83,18.78661
1732098120000,93402.84,93402.84,93380.0,93380.94,8.11047
1732098180000,93380.93,93404.0,93368.0,93402.39,22.44251
1732098240000,93402.4,93436.0,93402.39,93427.61,8.42186
1732098300000,93427.62,93439.02,93424.24,93424.24,12.14424
1732098360000,93424.24,93450.01,93420.0,93435.1,15.78365
1732098420000,93435.1,93435.1,93411.2,93411.2,8.21114
1732098480000,93411.2,93411.21,93407.02,93407.02,8.75885
1732098540000,93407.03,93407.03,93352.53,93352.54,12.59356
1732098600000,93352.54,93352.54,93237.72,93244.01,19.39305
1732098660000,93244.02,93372.0,93236.0,93372.0,12.17709
1732098720000,93371.99,93432.0,93371.99,93412.05,17.40918
1732098780000,93412.04,93424.0,93384.61,93384.61,5.24302
1732098840000,93384.62,93384.62,93343.3,93344.18,33.36501
1732098900000,93344.17,93388.0,93316.01,93381.37,12.09565
1732098960000,93381.38,93381.38,93344.35,93379.99,10.11358
1732099020000,93379.99,93380.0,93348.03,93363.73,6.30971
1732099080000,93363.73,93390.99,93350.0,93371.98,11.52619
1732099140000,93371.98,93390.99,93371.98,93386.97,2.24952
1732099200000,93386.98,93413.8,93368.0,93413.8,12.5108
1732099260000,93413.8,93434.19,93413.79,93427.1,14.45527
1732099320000,93427.11,93436.87,93400.01,93425.79,17.67449
1732099380000,93425.79,93428.35,93410.55,93426.85,8.50404
1732099440000,93426.85,93499.99,93426.84,93499.99,20.48085
1732099500000,93499.99,93520.0,93436.0,93442.84,26.06757
1732099560000,93442.85,93465.26,93426.85,93465.25,17.44948
1732099620000,93465.26,93465.26,93426.85,93426.85,11.35552
1732099680000,93426.85,93435.02,93397.16,93400.0,12.74534
1732099740000,93400.01,93403.99,93400.0,93400.0,8.53248
1732099800000,93400.0,93420.0,93386.57,93386.57,14.17013
1732099860000,93386.58,93386.58,93320.33,93333.34,35.00012
1732099920000,93333.34,93395.61,93333.34,93340.02,9.11407
1732099980000,93340.02,93419.99,93340.01,93419.98,6.4355
1732100040000,93419.99,93419.99,93352.0,93352.0,9.20114
1732100100000,93352.0,93352.01,93284.0,93310.57,6.16649
1732100160000,93310.57,93316.17,93284.0,93284.0,7.91359
1732100220000,93284.0,93349.33,93272.72,93334.5,13.81385
1732100280000,93334.49,93334.49,93270.0,93270.0,7.38596
1732100340000,93270.0,93292.0,93269.98,93278.5,6.90037
1732100400000,93278.5,93310.85,93272.0,93272.0,15.37972
1732100460000,93272.01,93299.99,93250.0,93250.0,14.82602
1732100520000,93250.01,93251.13,93212.12,93213.58,10.4025
1732100580000,93213.58,93213.59,93116.46,93147.43,21.11783
1732100640000,93147.42,93164.0,93108.0,93134.76,13.94877
1732100700000,93134.76,93180.0,93134.75,93157.95,11.62591
1732100760000,93157.94,93159.85,93100.0,93131.14,9.98808
1732100820000,93131.15,93133.8,93099.98,93133.51,14.81663
1732100880000,93133.52,93200.0,93122.85,93193.97,21.28232
1732100940000,93193.98,93193.98,93124.99,93152.96,11.09246
1732101000000,93152.97,93229.5,93138.12,93152.97,17.88846
1732101060000,93152.96,93152.97,93092.0,93092.0,13.52817
